file,area,brightness,centroid_x,centroid_y
nasa_image_2.png,9.0,1321,217.66666666666666,105.22222222222223
nasa_image_2.png,2.0,272,236.5,104.0
nasa_image_2.png,1.0,129,247.0,104.0
nasa_image_2.png,3.0,411,346.0,104.0
nasa_image_2.png,10.0,1372,371.2,105.2
nasa_image_2.png,4.0,547,406.5,104.75
nasa_image_2.png,4.0,524,233.0,105.75
nasa_image_2.png,5.0,683,255.8,105.6
nasa_image_2.png,7.0,934,264.2857142857143,106.57142857142857
nasa_image_2.png,2.0,265,330.5,105.0
nasa_image_2.png,4.0,540,353.5,105.5
nasa_image_2.png,23.0,3454,418.17391304347825,106.52173913043478
nasa_image_2.png,2.0,269,480.5,105.0
nasa_image_2.png,1.0,134,96.0,106.0
nasa_image_2.png,4.0,571,125.5,106.5
nasa_image_2.png,10.0,1400,159.8,107.7
nasa_image_2.png,10.0,1393,225.3,107.0
nasa_image_2.png,46.0,7004,276.45652173913044,108.5
nasa_image_2.png,1.0,132,326.0,106.0
nasa_image_2.png,12.0,1773,336.5,107.0
nasa_image_2.png,20.0,2839,435.5,107.35
nasa_image_2.png,2.0,260,170.5,107.0
nasa_image_2.png,133.0,18563,310.98496240601503,111.0375939849624
nasa_image_2.png,3.0,398,342.0,107.0
nasa_image_2.png,52.0,7414,399.3076923076923,112.17307692307692
nasa_image_2.png,2.0,274,186.5,108.0
nasa_image_2.png,4.0,569,191.0,108.25
nasa_image_2.png,1.0,129,242.0,108.0
nasa_image_2.png,2.0,268,245.5,108.0
nasa_image_2.png,1.0,130,291.0,108.0
nasa_image_2.png,3.0,416,345.3333333333333,108.66666666666667
nasa_image_2.png,9.0,1337,472.55555555555554,108.88888888888889
nasa_image_2.png,5.0,670,144.8,109.4
nasa_image_2.png,8.0,1080,201.625,109.375
nasa_image_2.png,52.0,7472,212.53846153846155,112.92307692307692
nasa_image_2.png,1.0,132,220.0,109.0
nasa_image_2.png,6.0,783,236.5,110.0
nasa_image_2.png,38.0,5290,259.7105263157895,110.52631578947368
nasa_image_2.png,11.0,1608,330.27272727272725,110.36363636363636
nasa_image_2.png,2.0,297,371.5,109.0
nasa_image_2.png,4.0,537,409.5,109.0
nasa_image_2.png,7.0,1002,467.14285714285717,109.71428571428571
nasa_image_2.png,12.0,1957,494.8333333333333,110.41666666666667
nasa_image_2.png,13.0,1862,183.92307692307693,111.92307692307692
nasa_image_2.png,9.0,1202,228.22222222222223,111.66666666666667
nasa_image_2.png,2.0,282,232.5,110.0
nasa_image_2.png,97.0,13902,343.4329896907216,114.26804123711341
nasa_image_2.png,2.0,264,377.5,110.0
nasa_image_2.png,13.0,1858,426.84615384615387,110.92307692307692
nasa_image_2.png,2.0,266,503.5,110.5
nasa_image_2.png,1.0,130,115.0,111.0
nasa_image_2.png,1.0,130,155.0,111.0
nasa_image_2.png,1.0,132,158.0,111.0
nasa_image_2.png,1.0,129,180.0,111.0
nasa_image_2.png,6.0,807,363.8333333333333,112.0
nasa_image_2.png,5.0,706,373.8,111.6
nasa_image_2.png,3.0,396,404.0,111.0
nasa_image_2.png,2.0,267,438.5,111.0
nasa_image_2.png,3.0,405,443.0,111.0
nasa_image_2.png,1.0,131,87.0,112.0
nasa_image_2.png,1.0,131,117.0,112.0
nasa_image_2.png,7.0,982,134.71428571428572,112.57142857142857
nasa_image_2.png,10.0,1437,166.7,113.1
nasa_image_2.png,7.0,1007,173.0,113.0
nasa_image_2.png,137401.0,25602397,308.43426175937583,292.3324502732877
nasa_image_2.png,5.0,657,408.6,112.6
nasa_image_2.png,2.0,266,83.5,113.5
nasa_image_2.png,2.0,267,275.5,113.0
nasa_image_2.png,1.0,133,336.0,113.0
nasa_image_2.png,7.0,947,414.2857142857143,113.57142857142857
nasa_image_2.png,2.0,260,501.0,113.5
nasa_image_2.png,9.0,1228,111.55555555555556,115.55555555555556
nasa_image_2.png,4.0,544,138.0,114.5
nasa_image_2.png,10.0,1332,142.9,116.7
nasa_image_2.png,1.0,132,292.0,114.0
nasa_image_2.png,7.0,953,369.2857142857143,114.28571428571429
nasa_image_2.png,1.0,129,419.0,114.0
nasa_image_2.png,3.0,427,480.0,114.33333333333333
nasa_image_2.png,3.0,402,489.3333333333333,114.66666666666667
nasa_image_2.png,9.0,1238,217.0,116.77777777777777
nasa_image_2.png,67.0,9698,291.6119402985075,117.44776119402985
nasa_image_2.png,14.0,2030,307.2857142857143,116.78571428571429
nasa_image_2.png,44.0,6151,390.9318181818182,118.97727272727273
nasa_image_2.png,1.0,131,464.0,115.0
nasa_image_2.png,5.0,699,169.8,116.6
nasa_image_2.png,1.0,131,293.0,116.0
nasa_image_2.png,26.0,3615,342.7307692307692,120.23076923076923
nasa_image_2.png,4.0,554,455.5,116.0
nasa_image_2.png,41.0,6171,210.609756097561,119.29268292682927
nasa_image_2.png,2.0,272,270.5,117.0
nasa_image_2.png,3.0,413,417.6666666666667,117.33333333333333
